Time, Altitude - m, Altitude - ft, SpeedofSound - ft/sec, AirDensity - slug/ft3,TransVel - ft/sec,Mach, AoA - rad, AoA - deg, AoS - rad, AoS - deg, u_NED, v_NED, w_NED, u_NED - ft/sec, v_NED - ft/sec, w_NED - ft/sec, phi_rad, theta_rad, psi_rad, phi_deg, theta_deg, psi_deg, roll_rate, pitch_rate, yaw_rate, roll_rate - deg, pitch_rate - deg, yaw_rate - deg 
17.4600000000,7655.7308834540,25110.7972977292,1015.3487691821,0.0010626766,331.9283697081,0.5516231134,0.8924658565,51.1604631123,-0.0576009686,-3.3019663533,0.0000000004,0.0000000009,170.7591003931,0.0000000013,0.0000000031,560.0898492893,-0.0739251105,-0.6769946159,-1.9695953543,-4.2377451853,-38.8086085549,-112.9067400555,-0.0000000417,-0.0000000047,0.0086886782,-0.0000023906,-0.0000002696,0.4980770938
17.4700000000,7654.0228032964,25105.1947948123,1015.3723565595,0.0010628863,332.1185370152,0.5519263258,0.8924697495,51.1606862765,-0.0576553508,-3.3050838035,0.0000000004,0.0000000009,170.8569311338,0.0000000013,0.0000000031,560.4107341190,-0.0739945732,-0.6769882120,-1.9694844720,-4.2417271257,-38.8082414541,-112.9003837435,-0.0000000409,-0.0000000046,0.0086444280,-0.0000023447,-0.0000002635,0.4955404612
17.4800000000,7652.3137448312,25099.5890830463,1015.3959574466,0.0010630962,332.3087044244,0.5522295170,0.8924736263,51.1609085139,-0.0577094557,-3.3081853558,0.0000000004,0.0000000009,170.9547619271,0.0000000013,0.0000000031,560.7316191209,-0.0740636808,-0.6769818348,-1.9693741557,-4.2456887063,-38.8078758821,-112.8940598806,-0.0000000401,-0.0000000045,0.0086003694,-0.0000022996,-0.0000002575,0.4930148085
17.4900000000,7650.6037080577,25093.9801624293,1015.4195718435,0.0010633061,332.4988719358,0.5525326868,0.8924774870,51.1611298263,-0.0577632844,-3.3112710790,0.0000000004,0.0000000009,171.0525927729,0.0000000013,0.0000000031,561.0525042953,-0.0741324347,-0.6769754842,-1.9692644030,-4.2496300160,-38.8075118359,-112.8877683257,-0.0000000393,-0.0000000044,0.0085565017,-0.0000022553,-0.0000002516,0.4905000985
17.5000000000,7648.8926929755,25088.3680329598,1015.4431895996,0.0010635168,332.6890395494,0.5528358409,0.8924813315,51.1613502154,-0.0578168382,-3.3143410420,0.0000000004,0.0000000009,171.1504236714,0.0000000013,0.0000000031,561.3733896421,-0.0742008366,-0.6769691602,-1.9691552115,-4.2535511435,-38.8071493127,-112.8815089380,-0.0000000386,-0.0000000043,0.0085128242,-0.0000022119,-0.0000002459,0.4879962939
17.5100000000,7647.1806995841,25082.7526946359,1015.4668153225,0.0010637279,332.8792072652,0.5531389768,0.8924851600,51.1615696828,-0.0578701182,-3.3173953133,0.0000000004,0.0000000009,171.2482546224,0.0000000013,0.0000000031,561.6942751615,-0.0742688880,-0.6769628627,-1.9690465786,-4.2574521771,-38.8067883096,-112.8752815775,-0.0000000378,-0.0000000042,0.0084693363,-0.0000021693,-0.0000002403,0.4855033562
17.5200000000,7645.4677278829,25077.1341474560,1015.4904545461,0.0010639392,333.0693750834,0.5534420913,0.8924889725,51.1617882305,-0.0579231258,-3.3204339611,0.0000000004,0.0000000009,171.3460856261,0.0000000013,0.0000000031,562.0151608536,-0.0743365903,-0.6769565917,-1.9689385020,-4.2613332046,-38.8064288234,-112.8690861043,-0.0000000371,-0.0000000041,0.0084260373,-0.0000021275,-0.0000002348,0.4830212486
17.5300000000,7643.7537778714,25071.5123914183,1015.5141072705,0.0010641505,333.2595430040,0.5537451845,0.8924927689,51.1620058602,-0.0579758619,-3.3234570536,0.0000000004,0.0000000009,171.4439166825,0.0000000013,0.0000000031,562.3360467185,-0.0744039453,-0.6769503471,-1.9688309793,-4.2651943138,-38.8060708514,-112.8629223792,-0.0000000364,-0.0000000040,0.0083829266,-0.0000020864,-0.0000002294,0.4805499344
17.5400000000,7642.0388495491,25065.8874265210,1015.5377734958,0.0010643620,333.4497110271,0.5540482564,0.8924965493,51.1622225737,-0.0580283279,-3.3264646585,0.0000000004,0.0000000009,171.5417477915,0.0000000013,0.0000000031,562.6569327562,-0.0744709542,-0.6769441288,-1.9687240079,-4.2690355919,-38.8057143904,-112.8567902636,-0.0000000357,-0.0000000039,0.0083400036,-0.0000020461,-0.0000002242,0.4780893770
17.5500000000,7640.3229429154,25060.2592527626,1015.5614532219,0.0010645737,333.6398791527,0.5543513070,0.8925003138,51.1624383727,-0.0580805249,-3.3294568434,0.0000000004,0.0000000009,171.6395789533,0.0000000013,0.0000000031,562.9778189670,-0.0745376188,-0.6769379369,-1.9686175856,-4.2728571262,-38.8053594374,-112.8506896190,-0.0000000350,-0.0000000038,0.0082972675,-0.0000020066,-0.0000002191,0.4756395398
17.5600000000,7638.6060579699,25054.6278701411,1015.5851464488,0.0010647854,333.8300473808,0.5546543363,0.8925040624,51.1626532593,-0.0581324541,-3.3324336758,0.0000000004,0.0000000009,171.7374101679,0.0000000013,0.0000000031,563.2987053508,-0.0746039404,-0.6769317711,-1.9685117098,-4.2766590033,-38.8050059893,-112.8446203078,-0.0000000343,-0.0000000037,0.0082547179,-0.0000019677,-0.0000002140,0.4732003864
17.5700000000,7636.8881947119,25048.9932786550,1015.6088531765,0.0010649972,334.0202157116,0.5549573442,0.8925077951,51.1628672351,-0.0581841167,-3.3353952226,0.0000000004,0.0000000009,171.8352414353,0.0000000013,0.0000000031,563.6195919078,-0.0746699206,-0.6769256316,-1.9684063782,-4.2804413096,-38.8046540431,-112.8385821926,-0.0000000337,-0.0000000036,0.0082123539,-0.0000019297,-0.0000002091,0.4707718804
17.5800000000,7635.1693531410,25043.3554783024,1015.6325734051,0.0010652092,334.2103841451,0.5552603308,0.8925115119,51.1630803021,-0.0582355137,-3.3383415509,0.0000000004,0.0000000009,171.9330727555,0.0000000013,0.0000000031,563.9404786381,-0.0747355610,-0.6769195183,-1.9683015885,-4.2842041314,-38.8043035956,-112.8325751366,-0.0000000330,-0.0000000036,0.0081701751,-0.0000018923,-0.0000002043,0.4683539855
17.5900000000,7633.4495332566,25037.7144690816,1015.6563071345,0.0010654213,334.4005526813,0.5555632959,0.8925152129,51.1632924621,-0.0582866465,-3.3412727273,0.0000000004,0.0000000009,172.0309041286,0.0000000013,0.0000000031,564.2613655417,-0.0748008629,-0.6769134310,-1.9681973382,-4.2879475544,-38.8039546437,-112.8265990033,-0.0000000324,-0.0000000035,0.0081281807,-0.0000018556,-0.0000001996,0.4659466654
17.6000000000,7631.7287350582,25032.0702509910,1015.6800543648,0.0010656335,334.5907213203,0.5558662398,0.8925188982,51.1635037171,-0.0583375161,-3.3441888182,0.0000000004,0.0000000009,172.1287355545,0.0000000013,0.0000000031,564.5822526188,-0.0748658279,-0.6769073698,-1.9680936249,-4.2916716643,-38.8036071841,-112.8206536570,-0.0000000317,-0.0000000034,0.0080863702,-0.0000018196,-0.0000001951,0.4635498841
17.6100000000,7630.0069585453,25026.4228240287,1015.7038150959,0.0010658459,334.7808900622,0.5561691622,0.8925225676,51.1637140689,-0.0583881236,-3.3470898899,0.0000000004,0.0000000009,172.2265670334,0.0000000013,0.0000000031,564.9031398695,-0.0749304575,-0.6769013345,-1.9679904463,-4.2953765462,-38.8032612138,-112.8147389620,-0.0000000311,-0.0000000033,0.0080447429,-0.0000017843,-0.0000001906,0.4611636053
17.6200000000,7628.2842037174,25020.7721881930,1015.7275893279,0.0010660583,334.9710589070,0.5564720632,0.8925262214,51.1639235196,-0.0584384704,-3.3499760083,0.0000000004,0.0000000009,172.3243985652,0.0000000013,0.0000000031,565.2240272939,-0.0749947532,-0.6768953252,-1.9678878001,-4.2990622852,-38.8029167294,-112.8088547835,-0.0000000305,-0.0000000032,0.0080032982,-0.0000017496,-0.0000001862,0.4587877931
17.6300000000,7626.5604705739,25015.1183434822,1015.7513770608,0.0010662709,335.1612278548,0.5567749428,0.8925298595,51.1641320710,-0.0584885574,-3.3528472392,0.0000000004,0.0000000009,172.4222301500,0.0000000013,0.0000000031,565.5449148920,-0.0750587164,-0.6768893417,-1.9677856839,-4.3027289658,-38.8025737277,-112.8030009871,-0.0000000299,-0.0000000032,0.0079620354,-0.0000017156,-0.0000001819,0.4564224115
17.6400000000,7624.8357591142,25009.4612898946,1015.7751782946,0.0010664836,335.3513969056,0.5570778010,0.8925334819,51.1643397251,-0.0585383859,-3.3557036481,0.0000000004,0.0000000009,172.5200617878,0.0000000013,0.0000000031,565.8658026640,-0.0751223486,-0.6768833840,-1.9676840953,-4.3063766725,-38.8022322055,-112.7971774385,-0.0000000293,-0.0000000031,0.0079209540,-0.0000016822,-0.0000001777,0.4540674246
17.6500000000,7623.1100693379,25003.8010274284,1015.7989930292,0.0010666964,335.5415660595,0.5573806378,0.8925370887,51.1645464839,-0.0585879569,-3.3585453003,0.0000000004,0.0000000009,172.6178934787,0.0000000013,0.0000000031,566.1866906100,-0.0751856513,-0.6768774521,-1.9675830321,-4.3100054893,-38.8018921594,-112.7913840044,-0.0000000288,-0.0000000030,0.0078800532,-0.0000016494,-0.0000001736,0.4517227968
17.6600000000,7621.3834012445,24998.1375560818,1015.8228212648,0.0010669094,335.7317353166,0.5576834531,0.8925406799,51.1647523493,-0.0586372717,-3.3613722609,0.0000000004,0.0000000009,172.7157252226,0.0000000013,0.0000000031,566.5075787300,-0.0752486259,-0.6768715459,-1.9674824918,-4.3136154999,-38.8015535862,-112.7856205516,-0.0000000282,-0.0000000030,0.0078393326,-0.0000016173,-0.0000001696,0.4493884921
17.6700000000,7619.6557548333,24992.4708758532,1015.8466630012,0.0010671224,335.9219046769,0.5579862470,0.8925442555,51.1649573234,-0.0586863313,-3.3641845948,0.0000000004,0.0000000009,172.8135570196,0.0000000013,0.0000000031,566.8284670242,-0.0753112740,-0.6768656653,-1.9673824723,-4.3172067879,-38.8012164824,-112.7798869474,-0.0000000277,-0.0000000029,0.0077987914,-0.0000015857,-0.0000001657,0.4470644750
17.6800000000,7617.9271301039,24986.8009867408,1015.8705182386,0.0010673356,336.1120741405,0.5582890194,0.8925478157,51.1651614082,-0.0587351368,-3.3669823666,0.0000000004,0.0000000009,172.9113888697,0.0000000013,0.0000000031,567.1493554927,-0.0753735968,-0.6768598103,-1.9672829712,-4.3207794364,-38.8008808448,-112.7741830597,-0.0000000271,-0.0000000028,0.0077584291,-0.0000015548,-0.0000001618,0.4447507099
17.6900000000,7616.1975270557,24981.1278887428,1015.8943869769,0.0010675489,336.3022437074,0.5585917704,0.8925513603,51.1653646057,-0.0587836895,-3.3697656406,0.0000000004,0.0000000009,173.0092207730,0.0000000013,0.0000000031,567.4702441355,-0.0754355960,-0.6768539808,-1.9671839861,-4.3243335283,-38.8005466700,-112.7685087568,-0.0000000266,-0.0000000028,0.0077182449,-0.0000015244,-0.0000001581,0.4424471613
17.7000000000,7614.4669456883,24975.4515818575,1015.9182692162,0.0010677623,336.4924133777,0.5588944998,0.8925548896,51.1655669179,-0.0588319904,-3.3725344810,0.0000000004,0.0000000009,173.1070527295,0.0000000013,0.0000000031,567.7911329528,-0.0754972729,-0.6768481768,-1.9670855148,-4.3278691462,-38.8002139544,-112.7628639075,-0.0000000261,-0.0000000027,0.0076782384,-0.0000014946,-0.0000001544,0.4401537938
17.7100000000,7612.7353860010,24969.7720660831,1015.9421649563,0.0010679759,336.6825831515,0.5591972078,0.8925584034,51.1657683470,-0.0588800406,-3.3752889518,0.0000000004,0.0000000009,173.2048847392,0.0000000013,0.0000000031,568.1120219446,-0.0755586289,-0.6768423981,-1.9669875551,-4.3313863724,-38.7998826948,-112.7572483809,-0.0000000256,-0.0000000026,0.0076384089,-0.0000014654,-0.0000001508,0.4378705720
17.7200000000,7611.0028479933,24964.0893414180,1015.9660741974,0.0010681895,336.8727530287,0.5594998943,0.8925619018,51.1659688949,-0.0589278413,-3.3780291168,0.0000000004,0.0000000009,173.3027168022,0.0000000013,0.0000000031,568.4329111111,-0.0756196656,-0.6768366448,-1.9668901046,-4.3348852889,-38.7995528877,-112.7516620468,-0.0000000251,-0.0000000026,0.0075987557,-0.0000014367,-0.0000001473,0.4355974606
17.7300000000,7609.2693316647,24958.4034078603,1015.9899969395,0.0010684033,337.0629230095,0.5598025592,0.8925653849,51.1661685638,-0.0589753935,-3.3807550394,0.0000000004,0.0000000009,173.4005489184,0.0000000013,0.0000000031,568.7538004523,-0.0756803843,-0.6768309168,-1.9667931611,-4.3383659774,-38.7992245296,-112.7461047753,-0.0000000246,-0.0000000025,0.0075592783,-0.0000014085,-0.0000001439,0.4333344244
17.7400000000,7607.5348370147,24952.7142654084,1016.0139331825,0.0010686172,337.2530930940,0.5601052027,0.8925688528,51.1663673557,-0.0590226983,-3.3834667829,0.0000000004,0.0000000009,173.4983810879,0.0000000013,0.0000000031,569.0746899685,-0.0757407864,-0.6768252140,-1.9666967223,-4.3418285194,-38.7988976171,-112.7405764369,-0.0000000241,-0.0000000025,0.0075199760,-0.0000013809,-0.0000001406,0.4310814283
17.7500000000,7605.7993640428,24947.0219140604,1016.0378829265,0.0010688313,337.4432632821,0.5604078246,0.8925723053,51.1665652728,-0.0590697569,-3.3861644104,0.0000000004,0.0000000009,173.5962133108,0.0000000013,0.0000000031,569.3955796595,-0.0758008734,-0.6768195363,-1.9666007860,-4.3452729959,-38.7985721465,-112.7350769027,-0.0000000236,-0.0000000024,0.0074808483,-0.0000013538,-0.0000001373,0.4288384372
17.7600000000,7604.0629127483,24941.3263538146,1016.0618461715,0.0010690454,337.6334335740,0.5607104249,0.8925757426,51.1667623172,-0.0591165704,-3.3888479846,0.0000000004,0.0000000009,173.6940455871,0.0000000013,0.0000000031,569.7164695256,-0.0758606466,-0.6768138838,-1.9665053499,-4.3486994878,-38.7982481145,-112.7296060443,-0.0000000232,-0.0000000023,0.0074418945,-0.0000013272,-0.0000001341,0.4266054162
17.7700000000,7602.3254831309,24935.6275846693,1016.0858229174,0.0010692597,337.8236039697,0.5610130037,0.8925791648,51.1669584909,-0.0591631398,-3.3915175683,0.0000000004,0.0000000009,173.7918779167,0.0000000013,0.0000000031,570.0373595669,-0.0759201075,-0.6768082562,-1.9664104118,-4.3521080758,-38.7979255174,-112.7241637335,-0.0000000227,-0.0000000023,0.0074031140,-0.0000013011,-0.0000001310,0.4243823303
17.7800000000,7600.5870751898,24929.9256066227,1016.1098131643,0.0010694741,338.0137744692,0.5613155610,0.8925825718,51.1671537961,-0.0592094662,-3.3941732238,0.0000000004,0.0000000009,173.8897102998,0.0000000013,0.0000000031,570.3582497834,-0.0759792575,-0.6768026537,-1.9663159695,-4.3554988399,-38.7976043517,-112.7187498428,-0.0000000223,-0.0000000022,0.0073645062,-0.0000012755,-0.0000001279,0.4221691447
17.7900000000,7598.8476889247,24924.2204196730,1016.1338063707,0.0010696892,338.2039450726,0.5616181025,0.8925859637,51.1673482351,-0.0592555508,-3.3968150134,0.0000000004,0.0000000009,173.9875427364,0.0000000013,0.0000000031,570.6791401753,-0.0760380980,-0.6767970760,-1.9662220207,-4.3588718603,-38.7972846138,-112.7133642451,-0.0000000218,-0.0000000022,0.0073260705,-0.0000012504,-0.0000001249,0.4199658242
17.8000000000,7597.1073243349,24918.5120238186,1016.1578076985,0.0010699048,338.3941157801,0.5619206253,0.8925893405,51.1675418098,-0.0593013945,-3.3994429988,0.0000000004,0.0000000009,174.0853752264,0.0000000013,0.0000000031,571.0000307426,-0.0760966303,-0.6767915232,-1.9661285633,-4.3622272166,-38.7969663002,-112.7080068137,-0.0000000214,-0.0000000021,0.0072878062,-0.0000012258,-0.0000001220,0.4177723328
17.8100000000,7595.3659814200,24912.8004190576,1016.1818225184,0.0010701205,338.5842865915,0.5622231266,0.8925927022,51.1677345226,-0.0593469986,-3.4020572420,0.0000000004,0.0000000009,174.1832077699,0.0000000013,0.0000000031,571.3209214854,-0.0761548559,-0.6767859952,-1.9660355950,-4.3655649882,-38.7966494072,-112.7026774224,-0.0000000210,-0.0000000021,0.0072497129,-0.0000012016,-0.0000001192,0.4155886357
17.8200000000,7593.6236601794,24907.0856053883,1016.2058508303,0.0010703363,338.7744575071,0.5625256063,0.8925960490,51.1679263756,-0.0593923639,-3.4046578043,0.0000000004,0.0000000009,174.2810403671,0.0000000013,0.0000000031,571.6418124039,-0.0762127761,-0.6767804919,-1.9659431137,-4.3688852543,-38.7963339312,-112.6973759454,-0.0000000205,-0.0000000020,0.0072117897,-0.0000011779,-0.0000001164,0.4134146983
17.8300000000,7591.8803606125,24901.3675828089,1016.2298926343,0.0010705523,338.9646285268,0.5628280644,0.8925993808,51.1681173709,-0.0594374917,-3.4072447471,0.0000000004,0.0000000009,174.3788730177,0.0000000013,0.0000000031,571.9627034982,-0.0762703923,-0.6767750133,-1.9658511172,-4.3721880936,-38.7960198685,-112.6921022574,-0.0000000201,-0.0000000020,0.0071740363,-0.0000011547,-0.0000001136,0.4112504864
17.8400000000,7590.1360827188,24895.6463513177,1016.2539479304,0.0010707683,339.1547996507,0.5631305009,0.8926026977,51.1683075108,-0.0594823830,-3.4098181314,0.0000000004,0.0000000009,174.4767057220,0.0000000013,0.0000000031,572.2835947683,-0.0763277059,-0.6767695592,-1.9657596032,-4.3754735847,-38.7957072155,-112.6868562336,-0.0000000197,-0.0000000019,0.0071364518,-0.0000011319,-0.0000001110,0.4090959655
17.8500000000,7588.3908264979,24889.9219109130,1016.2780167185,0.0010709845,339.3449708789,0.5634329158,0.8926059997,51.1684967975,-0.0595270388,-3.4123780182,0.0000000004,0.0000000009,174.5745384800,0.0000000013,0.0000000031,572.6044862143,-0.0763847182,-0.6767641297,-1.9656685696,-4.3787418058,-38.7953959686,-112.6816377495,-0.0000000194,-0.0000000019,0.0070990359,-0.0000011095,-0.0000001084,0.4069511013
17.8600000000,7586.6445919490,24884.1942615928,1016.3020989988,0.0010712008,339.5351422114,0.5637353090,0.8926092868,51.1686852331,-0.0595714602,-3.4149244679,0.0000000004,0.0000000009,174.6723712916,0.0000000013,0.0000000031,572.9253778364,-0.0764414306,-0.6767587246,-1.9655780143,-4.3819928350,-38.7950861239,-112.6764466811,-0.0000000190,-0.0000000018,0.0070617878,-0.0000010875,-0.0000001058,0.4048158597
17.8700000000,7584.8973790718,24878.4634033556,1016.3261947712,0.0010714173,339.7253136484,0.5640376806,0.8926125592,51.1688728200,-0.0596156482,-3.4174575412,0.0000000004,0.0000000009,174.7702041569,0.0000000013,0.0000000031,573.2462696346,-0.0764978444,-0.6767533439,-1.9654879351,-4.3852267499,-38.7947776779,-112.6712829050,-0.0000000186,-0.0000000018,0.0070247069,-0.0000010660,-0.0000001034,0.4026902064
17.8800000000,7583.1491878657,24872.7293361996,1016.3503040356,0.0010716338,339.9154851897,0.5643400305,0.8926158168,51.1690595604,-0.0596596040,-3.4199772981,0.0000000004,0.0000000009,174.8680370759,0.0000000013,0.0000000031,573.5671616091,-0.0765539611,-0.6767479876,-1.9653983299,-4.3884436279,-38.7944706268,-112.6661462981,-0.0000000182,-0.0000000018,0.0069877928,-0.0000010449,-0.0000001009,0.4005741075
17.8900000000,7581.4000183301,24866.9920601229,1016.3744267922,0.0010718505,340.1056568356,0.5646423588,0.8926190596,51.1692454565,-0.0597033285,-3.4224837986,0.0000000004,0.0000000009,174.9658700488,0.0000000013,0.0000000031,573.8880537599,-0.0766097819,-0.6767426555,-1.9653091964,-4.3916435462,-38.7941649669,-112.6610367376,-0.0000000179,-0.0000000017,0.0069510447,-0.0000010242,-0.0000000985,0.3984675290
17.9000000000,7579.6498704646,24861.2515751238,1016.3985630410,0.0010720673,340.2958285860,0.5649446654,0.8926222878,51.1694305106,-0.0597468228,-3.4249771026,0.0000000004,0.0000000009,175.0637030753,0.0000000013,0.0000000031,574.2089460871,-0.0766653081,-0.6767373477,-1.9652205327,-4.3948265817,-38.7938606943,-112.6559541014,-0.0000000175,-0.0000000017,0.0069144621,-0.0000010038,-0.0000000962,0.3963704369
17.9100000000,7577.8987442685,24855.5078812005,1016.4227127818,0.0010722842,340.4860004410,0.5652469503,0.8926255013,51.1696147249,-0.0597900879,-3.4274572696,0.0000000004,0.0000000009,175.1615361558,0.0000000013,0.0000000031,574.5298385909,-0.0767205413,-0.6767320639,-1.9651323364,-4.3979928108,-38.7935578055,-112.6508982678,-0.0000000172,-0.0000000016,0.0068780444,-0.0000009839,-0.0000000940,0.3942827974
17.9200000000,7576.1466397413,24849.7609783514,1016.4468760148,0.0010725013,340.6761724008,0.5655492135,0.8926287002,51.1697981017,-0.0598331249,-3.4299243590,0.0000000004,0.0000000009,175.2593692900,0.0000000013,0.0000000031,574.8507312713,-0.0767754825,-0.6767268043,-1.9650446057,-4.4011423100,-38.7932562965,-112.6458691154,-0.0000000168,-0.0000000016,0.0068417910,-0.0000009643,-0.0000000917,0.3922045768
17.9300000000,7574.3935568825,24844.0108665745,1016.4710527400,0.0010727184,340.8663444652,0.5658514550,0.8926318846,51.1699806433,-0.0598759348,-3.4323784298,0.0000000004,0.0000000009,175.3572024782,0.0000000013,0.0000000031,575.1716241285,-0.0768301333,-0.6767215686,-1.9649573382,-4.4042751552,-38.7929561636,-112.6408665233,-0.0000000165,-0.0000000016,0.0068057013,-0.0000009452,-0.0000000896,0.3901357413
17.9400000000,7572.6394956915,24838.2575458682,1016.4952429573,0.0010729357,341.0565166345,0.5661536747,0.8926350544,51.1701623519,-0.0599185187,-3.4348195410,0.0000000004,0.0000000009,175.4550357203,0.0000000013,0.0000000031,575.4925171625,-0.0768844948,-0.6767163569,-1.9648705320,-4.4073914221,-38.7926574030,-112.6358903711,-0.0000000162,-0.0000000015,0.0067697747,-0.0000009263,-0.0000000875,0.3880762574
17.9500000000,7570.8844561679,24832.5010162307,1016.5194466667,0.0010731531,341.2466889086,0.5664558728,0.8926382097,51.1703432299,-0.0599608774,-3.4372477514,0.0000000004,0.0000000009,175.5528690163,0.0000000013,0.0000000031,575.8134103734,-0.0769385685,-0.6767111691,-1.9647841850,-4.4104911863,-38.7923600109,-112.6309405387,-0.0000000158,-0.0000000015,0.0067340107,-0.0000009079,-0.0000000854,0.3860260916
17.9600000000,7569.1284383110,24826.7412776602,1016.5436638684,0.0010733706,341.4368612876,0.5667580491,0.8926413505,51.1705232796,-0.0600030122,-3.4396631194,0.0000000004,0.0000000009,175.6507023663,0.0000000013,0.0000000031,576.1343037613,-0.0769923556,-0.6767060050,-1.9646982949,-4.4135745229,-38.7920639834,-112.6260169067,-0.0000000155,-0.0000000015,0.0066984087,-0.0000008898,-0.0000000834,0.3839852103
17.9700000000,7567.3714421204,24820.9783301549,1016.5678945622,0.0010735883,341.6270337716,0.5670602037,0.8926444770,51.1707025033,-0.0600449239,-3.4420657032,0.0000000004,0.0000000009,175.7485357702,0.0000000013,0.0000000031,576.4551973264,-0.0770458574,-0.6767008647,-1.9646128599,-4.4166415069,-38.7917693167,-112.6211193558,-0.0000000152,-0.0000000014,0.0066629680,-0.0000008720,-0.0000000814,0.3819535803
17.9800000000,7565.6134675954,24815.2121737130,1016.5921387482,0.0010738060,341.8172063606,0.5673623365,0.8926475891,51.1708809033,-0.0600866137,-3.4444555611,0.0000000004,0.0000000009,175.8463692282,0.0000000013,0.0000000031,576.7760910687,-0.0770990753,-0.6766957481,-1.9645278777,-4.4196922128,-38.7914760070,-112.6162477673,-0.0000000149,-0.0000000014,0.0066276882,-0.0000008546,-0.0000000795,0.3799311681
17.9900000000,7563.8545147356,24809.4428083329,1016.6163964264,0.0010740239,342.0073790548,0.5676644475,0.8926506869,51.1710584820,-0.0601280824,-3.4468327508,0.0000000004,0.0000000009,175.9442027403,0.0000000013,0.0000000031,577.0969849883,-0.0771520105,-0.6766906551,-1.9644433464,-4.4227267152,-38.7911840504,-112.6114020229,-0.0000000146,-0.0000000014,0.0065925685,-0.0000008375,-0.0000000776,0.3779179406
18.0000000000,7562.0945835405,24803.6702340127,1016.6406675968,0.0010742419,342.1975518540,0.5679665367,0.8926537703,51.1712352415,-0.0601693312,-3.4491973301,0.0000000004,0.0000000009,176.0420363065,0.0000000013,0.0000000031,577.4178790853,-0.0772046643,-0.6766855856,-1.9643592639,-4.4257450879,-38.7908934430,-112.6065820049,-0.0000000143,-0.0000000013,0.0065576085,-0.0000008208,-0.0000000757,0.3759138647
18.0100000000,7560.3336740093,24797.8944507506,1016.6649522594,0.0010744601,342.3877247585,0.5682686042,0.8926568396,51.1714111844,-0.0602103610,-3.4515493563,0.0000000004,0.0000000009,176.1398699268,0.0000000013,0.0000000031,577.7387733599,-0.0772570381,-0.6766805396,-1.9642756281,-4.4287474050,-38.7906041810,-112.6017875958,-0.0000000140,-0.0000000013,0.0065228076,-0.0000008044,-0.0000000739,0.3739189071
18.0200000000,7558.5717861417,24792.1154585449,1016.6892504142,0.0010746783,342.5778977682,0.5685706499,0.8926598946,51.1715863130,-0.0602511728,-3.4538888867,0.0000000004,0.0000000009,176.2377036012,0.0000000013,0.0000000031,578.0596678121,-0.0773091330,-0.6766755170,-1.9641924369,-4.4317337398,-38.7903162604,-112.5970186785,-0.0000000138,-0.0000000013,0.0064881652,-0.0000007883,-0.0000000722,0.3719330350
18.0300000000,7556.8089199371,24786.3332573938,1016.7135620612,0.0010748967,342.7680708833,0.5688726737,0.8926629354,51.1717606295,-0.0602917676,-3.4562159783,0.0000000004,0.0000000009,176.3355373299,0.0000000013,0.0000000031,578.3805624420,-0.0773609504,-0.6766705177,-1.9641096885,-4.4347041658,-38.7900296774,-112.5922751366,-0.0000000135,-0.0000000012,0.0064536806,-0.0000007725,-0.0000000705,0.3699562154
18.0400000000,7555.0450753950,24780.5478472955,1016.7378872005,0.0010751152,342.9582441037,0.5691746757,0.8926659622,51.1719341364,-0.0603321464,-3.4585306880,0.0000000004,0.0000000009,176.4333711127,0.0000000013,0.0000000031,578.7014572497,-0.0774124916,-0.6766655417,-1.9640273807,-4.4376587559,-38.7897444280,-112.5875568539,-0.0000000132,-0.0000000012,0.0064193535,-0.0000007570,-0.0000000688,0.3679884155
18.0500000000,7553.2802525147,24774.7592282482,1016.7622258320,0.0010753338,343.1484174296,0.5694766559,0.8926689748,51.1721068360,-0.0603723103,-3.4608330724,0.0000000004,0.0000000009,176.5312049498,0.0000000013,0.0000000031,579.0223522353,-0.0774637578,-0.6766605889,-1.9639455115,-4.4405975829,-38.7894605083,-112.5828637146,-0.0000000129,-0.0000000012,0.0063851831,-0.0000007418,-0.0000000671,0.3660296024
18.0600000000,7551.5144512958,24768.9674002502,1016.7865779558,0.0010755525,343.3385908610,0.5697786143,0.8926719734,51.1722787307,-0.0604122601,-3.4631231878,0.0000000004,0.0000000009,176.6290388411,0.0000000013,0.0000000031,579.3432473990,-0.0775147503,-0.6766556592,-1.9638640789,-4.4435207192,-38.7891779144,-112.5781956036,-0.0000000127,-0.0000000011,0.0063511689,-0.0000007269,-0.0000000655,0.3640797436
18.0700000000,7549.7476717377,24763.1723632996,1016.8109412682,0.0010757715,343.5287643979,0.5700805521,0.8926749580,51.1724498229,-0.0604519968,-3.4654010905,0.0000000004,0.0000000009,176.7268727868,0.0000000013,0.0000000031,579.6641427407,-0.0775654704,-0.6766507525,-1.9637830809,-4.4464282370,-38.7888966424,-112.5735524059,-0.0000000124,-0.0000000011,0.0063173103,-0.0000007123,-0.0000000640,0.3621388062
18.0800000000,7547.9799138399,24757.3741173948,1016.8353042376,0.0010759915,343.7189380405,0.5703824757,0.8926779287,51.1726201149,-0.0604915215,-3.4676668366,0.0000000004,0.0000000009,176.8247067868,0.0000000013,0.0000000031,579.9850382607,-0.0776159192,-0.6766458689,-1.9637025155,-4.4493202084,-38.7886166882,-112.5689340071,-0.0000000122,-0.0000000011,0.0062836068,-0.0000006979,-0.0000000624,0.3602067568
