u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
78.8595685244,3.3276371880,97.5318766257,-0.0000755138,-0.0000274957,0.0623041381,0.0341052280,-0.6796493242,4.1417698814,454.1516831138,-30.9656711719,-8341.4942635878
78.9231265181,3.2810713482,97.6078890045,-0.0000745183,-0.0000270975,0.0620887460,0.0336021647,-0.6796706487,4.1425690703,455.0961725828,-31.1128612715,-8340.2390884563
78.9866498364,3.2345985186,97.6839016263,-0.0000735350,-0.0000267046,0.0618738997,0.0331008184,-0.6796915854,4.1433655225,456.0410044597,-31.2602652917,-8338.9829352281
79.0501387297,3.1882186842,97.7599144892,-0.0000725639,-0.0000263169,0.0616595988,0.0326011853,-0.6797121377,4.1441592441,456.9861789816,-31.4078826235,-8337.7258039027
79.1135934469,3.1419318288,97.8359275911,-0.0000716048,-0.0000259344,0.0614458425,0.0321032616,-0.6797323090,4.1449502416,457.9316963898,-31.5557126605,-8336.4676944798
79.1770142361,3.0957379351,97.9119409300,-0.0000706575,-0.0000255569,0.0612326303,0.0316070435,-0.6797521027,4.1457385213,458.8775569304,-31.7037547990,-8335.2086069591
79.2404013440,3.0496369847,97.9879545038,-0.0000697219,-0.0000251846,0.0610199616,0.0311125274,-0.6797715222,4.1465240895,459.8237608535,-31.8520084381,-8333.9485413400
79.3037550160,3.0036289579,98.0639683105,-0.0000687979,-0.0000248172,0.0608078359,0.0306197093,-0.6797905709,4.1473069525,460.7703084140,-32.0004729796,-8332.6874976223
79.3670754968,2.9577138341,98.1399823483,-0.0000678854,-0.0000244547,0.0605962524,0.0301285854,-0.6798092520,4.1480871166,461.7171998707,-32.1491478279,-8331.4254758055
79.4303630295,2.9118915913,98.2159966150,-0.0000669842,-0.0000240970,0.0603852107,0.0296391521,-0.6798275689,4.1488645883,462.6644354872,-32.2980323902,-8330.1624758892
79.4936178562,2.8661622066,98.2920111088,-0.0000660941,-0.0000237442,0.0601747101,0.0291514054,-0.6798455249,4.1496393739,463.6120155309,-32.4471260762,-8328.8984978731
79.5568402178,2.8205256558,98.3680258276,-0.0000652152,-0.0000233962,0.0599647500,0.0286653417,-0.6798631233,4.1504114796,464.5599402738,-32.5964282985,-8327.6335417568
79.6200303542,2.7749819137,98.4440407696,-0.0000643472,-0.0000230528,0.0597553298,0.0281809570,-0.6798803672,4.1511809118,465.5082099919,-32.7459384723,-8326.3676075399
79.6831885040,2.7295309540,98.5200559329,-0.0000634899,-0.0000227140,0.0595464489,0.0276982475,-0.6798972600,4.1519476770,466.4568249653,-32.8956560157,-8325.1006952219
79.7463149047,2.6841727492,98.5960713154,-0.0000626434,-0.0000223798,0.0593381067,0.0272172095,-0.6799138048,4.1527117813,467.4057854784,-33.0455803491,-8323.8328048026
79.8094097925,2.6389072709,98.6720869155,-0.0000618074,-0.0000220502,0.0591303026,0.0267378391,-0.6799300049,4.1534732312,468.3550918197,-33.1957108960,-8322.5639362815
79.8724734027,2.5937344894,98.7481027310,-0.0000609819,-0.0000217250,0.0589230359,0.0262601324,-0.6799458633,4.1542320331,469.3047442814,-33.3460470824,-8321.2940896582
79.9355059694,2.5486543740,98.8241187603,-0.0000601667,-0.0000214042,0.0587163060,0.0257840857,-0.6799613832,4.1549881932,470.2547431602,-33.4965883371,-8320.0232649324
79.9985077253,2.5036668930,98.9001350013,-0.0000593617,-0.0000210878,0.0585101124,0.0253096952,-0.6799765678,4.1557417179,471.2050887565,-33.6473340914,-8318.7514621036
80.0614789024,2.4587720135,98.9761514524,-0.0000585668,-0.0000207757,0.0583044543,0.0248369569,-0.6799914202,4.1564926136,472.1557813746,-33.7982837794,-8317.4786811714
80.1244197312,2.4139697018,99.0521681116,-0.0000577818,-0.0000204678,0.0580993312,0.0243658671,-0.6800059434,4.1572408866,473.1068213228,-33.9494368382,-8316.2049221355
80.1873304413,2.3692599227,99.1281849771,-0.0000570067,-0.0000201641,0.0578947425,0.0238964219,-0.6800201404,4.1579865433,474.0582089134,-34.1007927070,-8314.9301849955
80.2502112609,2.3246426404,99.2042020472,-0.0000562414,-0.0000198646,0.0576906874,0.0234286174,-0.6800340145,4.1587295900,475.0099444623,-34.2523508283,-8313.6544697510
80.3130624174,2.2801178177,99.2802193200,-0.0000554856,-0.0000195692,0.0574871654,0.0229624498,-0.6800475684,4.1594700330,475.9620282893,-34.4041106468,-8312.3777764016
80.3758841368,2.2356854167,99.3562367938,-0.0000547394,-0.0000192779,0.0572841759,0.0224979153,-0.6800608053,4.1602078788,476.9144607180,-34.5560716102,-8311.1001049468
80.4386766441,2.1913453982,99.4322544669,-0.0000540025,-0.0000189905,0.0570817181,0.0220350100,-0.6800737282,4.1609431337,477.8672420758,-34.7082331688,-8309.8214553864
80.5014401633,2.1470977221,99.5082723373,-0.0000532750,-0.0000187071,0.0568797915,0.0215737301,-0.6800863399,4.1616758040,478.8203726936,-34.8605947756,-8308.5418277199
80.5641749170,2.1029423473,99.5842904035,-0.0000525566,-0.0000184276,0.0566783955,0.0211140716,-0.6800986435,4.1624058960,479.7738529061,-35.0131558862,-8307.2612219469
80.6268811270,2.0588792316,99.6603086637,-0.0000518473,-0.0000181519,0.0564775293,0.0206560308,-0.6801106418,4.1631334162,480.7276830516,-35.1659159590,-8305.9796380670
80.6895590136,2.0149083319,99.7363271162,-0.0000511470,-0.0000178800,0.0562771923,0.0201996037,-0.6801223378,4.1638583709,481.6818634721,-35.3188744549,-8304.6970760798
80.7522087964,1.9710296040,99.8123457592,-0.0000504556,-0.0000176119,0.0560773839,0.0197447865,-0.6801337343,4.1645807664,482.6363945129,-35.4720308378,-8303.4135359850
80.8148306936,1.9272430027,99.8883645912,-0.0000497729,-0.0000173475,0.0558781035,0.0192915754,-0.6801448342,4.1653006091,483.5912765232,-35.6253845740,-8302.1290177821
80.8774249224,1.8835484820,99.9643836104,-0.0000490988,-0.0000170868,0.0556793503,0.0188399664,-0.6801556403,4.1660179052,484.5465098553,-35.7789351326,-8300.8435214708
80.9399916990,1.8399459947,100.0404028152,-0.0000484333,-0.0000168297,0.0554811237,0.0183899557,-0.6801661555,4.1667326613,485.5020948653,-35.9326819852,-8299.5570470506
81.0025312384,1.7964354927,100.1164222039,-0.0000477763,-0.0000165761,0.0552834230,0.0179415394,-0.6801763825,4.1674448835,486.4580319125,-36.0866246063,-8298.2695945212
81.0650437544,1.7530169271,100.1924417749,-0.0000471276,-0.0000163261,0.0550862475,0.0174947136,-0.6801863242,4.1681545784,487.4143213598,-36.2407624730,-8296.9811638822
81.1275294598,1.7096902481,100.2684615267,-0.0000464872,-0.0000160796,0.0548895965,0.0170494746,-0.6801959833,4.1688617521,488.3709635733,-36.3950950649,-8295.6917551331
81.1899885664,1.6664554046,100.3444814575,-0.0000458549,-0.0000158365,0.0546934693,0.0166058183,-0.6802053626,4.1695664110,489.3279589225,-36.5496218644,-8294.4013682735
81.2524212848,1.6233123449,100.4205015658,-0.0000452307,-0.0000155968,0.0544978653,0.0161637409,-0.6802144647,4.1702685615,490.2853077802,-36.7043423565,-8293.1100033032
81.3148278245,1.5802610163,100.4965218500,-0.0000446145,-0.0000153605,0.0543027839,0.0157232386,-0.6802232924,4.1709682099,491.2430105224,-36.8592560290,-8291.8176602216
81.3772083940,1.5373013649,100.5725423086,-0.0000440061,-0.0000151275,0.0541082243,0.0152843074,-0.6802318483,4.1716653625,492.2010675286,-37.0143623722,-8290.5243390284
81.4395632007,1.4944333362,100.6485629399,-0.0000434056,-0.0000148977,0.0539141859,0.0148469435,-0.6802401353,4.1723600258,493.1594791811,-37.1696608789,-8289.2300397232
81.5018924509,1.4516568747,100.7245837426,-0.0000428127,-0.0000146712,0.0537206680,0.0144111430,-0.6802481558,4.1730522059,494.1182458657,-37.3251510448,-8287.9347623056
81.5641963498,1.4089719237,100.8006047149,-0.0000422274,-0.0000144478,0.0535276699,0.0139769020,-0.6802559125,4.1737419092,495.0773679712,-37.4808323682,-8286.6385067751
81.6264751016,1.3663784258,100.8766258555,-0.0000416496,-0.0000142276,0.0533351910,0.0135442166,-0.6802634081,4.1744291421,496.0368458896,-37.6367043499,-8285.3412731314
81.6887289094,1.3238763229,100.9526471628,-0.0000410792,-0.0000140105,0.0531432306,0.0131130830,-0.6802706451,4.1751139108,496.9966800158,-37.7927664934,-8284.0430613742
81.7509579751,1.2814655555,101.0286686354,-0.0000405161,-0.0000137965,0.0529517880,0.0126834972,-0.6802776262,4.1757962218,497.9568707481,-37.9490183047,-8282.7438715029
81.8131624998,1.2391460637,101.1046902717,-0.0000399603,-0.0000135855,0.0527608625,0.0122554554,-0.6802843538,4.1764760812,498.9174184873,-38.1054592927,-8281.4437035172
81.8753426833,1.1969177863,101.1807120703,-0.0000394117,-0.0000133775,0.0525704534,0.0118289537,-0.6802908306,4.1771534955,499.8783236378,-38.2620889686,-8280.1425574166
81.9374987246,1.1547806615,101.2567340297,-0.0000388701,-0.0000131724,0.0523805601,0.0114039882,-0.6802970590,4.1778284710,500.8395866064,-38.4189068464,-8278.8404332009
81.9996308213,1.1127346265,101.3327561486,-0.0000383355,-0.0000129703,0.0521911819,0.0109805550,-0.6803030415,4.1785010138,501.8012078031,-38.5759124427,-8277.5373308696
82.0617391703,1.0707796176,101.4087784255,-0.0000378078,-0.0000127710,0.0520023181,0.0105586503,-0.6803087807,4.1791711304,502.7631876409,-38.7331052765,-8276.2332504222
82.1238239672,1.0289155702,101.4848008589,-0.0000372869,-0.0000125746,0.0518139679,0.0101382701,-0.6803142790,4.1798388271,503.7255265355,-38.8904848696,-8274.9281918585
82.1858854066,0.9871424189,101.5608234476,-0.0000367727,-0.0000123810,0.0516261307,0.0097194105,-0.6803195389,4.1805041101,504.6882249053,-39.0480507463,-8273.6221551779
82.2479236822,0.9454600976,101.6368461900,-0.0000362653,-0.0000121901,0.0514388058,0.0093020677,-0.6803245628,4.1811669858,505.6512831720,-39.2058024335,-8272.3151403801
82.3099389866,0.9038685390,101.7128690848,-0.0000357643,-0.0000120019,0.0512519925,0.0088862379,-0.6803293531,4.1818274605,506.6147017595,-39.3637394606,-8271.0071474647
82.3719315113,0.8623676751,101.7888921308,-0.0000352699,-0.0000118165,0.0510656901,0.0084719170,-0.6803339122,4.1824855403,507.5784810948,-39.5218613597,-8269.6981764313
82.4339014467,0.8209574373,101.8649153264,-0.0000347819,-0.0000116337,0.0508798979,0.0080591012,-0.6803382426,4.1831412317,508.5426216075,-39.6801676655,-8268.3882272795
82.4958489823,0.7796377558,101.9409386704,-0.0000343003,-0.0000114535,0.0506946153,0.0076477867,-0.6803423465,4.1837945409,509.5071237301,-39.8386579149,-8267.0773000088
82.5577743066,0.7384085601,102.0169621615,-0.0000338249,-0.0000112760,0.0505098413,0.0072379695,-0.6803462264,4.1844454741,510.4719878973,-39.9973316478,-8265.7653946189
82.6196776071,0.6972697789,102.0929857983,-0.0000333556,-0.0000111010,0.0503255755,0.0068296459,-0.6803498845,4.1850940378,511.4372145469,-40.1561884065,-8264.4525111094
82.6815590699,0.6562213401,102.1690095796,-0.0000328925,-0.0000109285,0.0501418171,0.0064228118,-0.6803533232,4.1857402380,512.4028041192,-40.3152277356,-8263.1386494799
82.7434188807,0.6152631707,102.2450335040,-0.0000324355,-0.0000107584,0.0499585653,0.0060174634,-0.6803565448,4.1863840812,513.3687570568,-40.4744491826,-8261.8238097299
82.8052572237,0.5743951971,102.3210575703,-0.0000319844,-0.0000105909,0.0497758195,0.0056135968,-0.6803595516,4.1870255735,514.3350738052,-40.6338522972,-8260.5079918590
82.8670742822,0.5336173445,102.3970817772,-0.0000315392,-0.0000104258,0.0495935789,0.0052112082,-0.6803623458,4.1876647212,515.3017548122,-40.7934366319,-8259.1911958670
82.9288702386,0.4929295377,102.4731061235,-0.0000310998,-0.0000102630,0.0494118429,0.0048102937,-0.6803649297,4.1883015305,516.2688005281,-40.9532017416,-8257.8734217533
82.9906452743,0.4523317006,102.5491306080,-0.0000306662,-0.0000101027,0.0492306107,0.0044108494,-0.6803673055,4.1889360078,517.2362114059,-41.1131471836,-8256.5546695175
83.0523995695,0.4118237560,102.6251552293,-0.0000302382,-0.0000099446,0.0490498815,0.0040128714,-0.6803694754,4.1895681593,518.2039879008,-41.2732725179,-8255.2349391592
83.1141333036,0.3714056264,102.7011799864,-0.0000298159,-0.0000097889,0.0488696548,0.0036163558,-0.6803714417,4.1901979912,519.1721304705,-41.4335773069,-8253.9142306781
83.1758466550,0.3310772332,102.7772048779,-0.0000293991,-0.0000096354,0.0486899296,0.0032212988,-0.6803732065,4.1908255097,520.1406395749,-41.5940611154,-8252.5925440738
83.2375398009,0.2908384971,102.8532299027,-0.0000289878,-0.0000094841,0.0485107055,0.0028276965,-0.6803747721,4.1914507210,521.1095156766,-41.7547235108,-8251.2698793457
83.2992129177,0.2506893381,102.9292550596,-0.0000285819,-0.0000093351,0.0483319815,0.0024355451,-0.6803761404,4.1920736315,522.0787592402,-41.9155640630,-8249.9462364936
83.3608661808,0.2106296754,103.0052803475,-0.0000281813,-0.0000091883,0.0481537569,0.0020448406,-0.6803773138,4.1926942473,523.0483707328,-42.0765823443,-8248.6216155170
83.4224997646,0.1706594275,103.0813057652,-0.0000277861,-0.0000090435,0.0479760310,0.0016555793,-0.6803782942,4.1933125746,524.0183506238,-42.2377779294,-8247.2960164154
83.4841138424,0.1307785123,103.1573313115,-0.0000273960,-0.0000089010,0.0477988029,0.0012677571,-0.6803790839,4.1939286197,524.9886993846,-42.3991503956,-8245.9694391886
83.5457085867,0.0909868466,103.2333569853,-0.0000270111,-0.0000087605,0.0476220720,0.0008813704,-0.6803796849,4.1945423887,525.9594174891,-42.5606993227,-8244.6418838361
83.6072841689,0.0512843469,103.3093827855,-0.0000266312,-0.0000086220,0.0474458376,0.0004964152,-0.6803800992,4.1951538879,526.9305054132,-42.7224242926,-8243.3133503574
83.6688407595,0.0116709286,103.3854087110,-0.0000262564,-0.0000084857,0.0472700988,0.0001128876,-0.6803803291,4.1957631234,527.9019636351,-42.8843248900,-8241.9838387522
83.7303785280,-0.0278534933,103.4614347607,-0.0000258866,-0.0000083513,0.0470948550,-0.0002692162,-0.6803803764,4.1963701014,528.8737926351,-43.0464007018,-8240.6533490201
83.7918976429,-0.0672890048,103.5374609334,-0.0000255216,-0.0000082189,0.0469201055,-0.0006499000,-0.6803802432,4.1969748282,529.8459928956,-43.2086513175,-8239.3218811606
83.8533982718,-0.1066356925,103.6134872282,-0.0000251615,-0.0000080884,0.0467458494,-0.0010291677,-0.6803799315,4.1975773099,530.8185649011,-43.3710763288,-8237.9894351734
83.9148805813,-0.1458936438,103.6895136439,-0.0000248062,-0.0000079599,0.0465720861,-0.0014070232,-0.6803794434,4.1981775526,531.7915091381,-43.5336753301,-8236.6560110580
83.9763447371,-0.1850629467,103.7655401794,-0.0000244555,-0.0000078333,0.0463988148,-0.0017834702,-0.6803787808,4.1987755625,532.7648260953,-43.6964479178,-8235.3216088140
84.0377909039,-0.2241436899,103.8415668338,-0.0000241096,-0.0000077086,0.0462260347,-0.0021585127,-0.6803779457,4.1993713459,533.7385162633,-43.8593936910,-8233.9862284410
84.0992192454,-0.2631359630,103.9175936060,-0.0000237682,-0.0000075857,0.0460537452,-0.0025321545,-0.6803769401,4.1999649087,534.7125801348,-44.0225122511,-8232.6498699387
84.1606299245,-0.3020398560,103.9936204950,-0.0000234314,-0.0000074646,0.0458819455,-0.0029043994,-0.6803757658,4.2005562573,535.6870182041,-44.1858032018,-8231.3125333065
84.2220231030,-0.3408554598,104.0696474998,-0.0000230991,-0.0000073454,0.0457106347,-0.0032752512,-0.6803744248,4.2011453978,536.6618309680,-44.3492661494,-8229.9742185441
84.2833989419,-0.3795828659,104.1456746192,-0.0000227713,-0.0000072279,0.0455398123,-0.0036447139,-0.6803729191,4.2017323362,537.6370189249,-44.5129007022,-8228.6349256511
84.3447576011,-0.4182221667,104.2217018525,-0.0000224478,-0.0000071122,0.0453694774,-0.0040127911,-0.6803712504,4.2023170787,538.6125825749,-44.6767064711,-8227.2946546271
84.4060992398,-0.4567734548,104.2977291986,-0.0000221286,-0.0000069982,0.0451996293,-0.0043794869,-0.6803694208,4.2028996314,539.5885224205,-44.8406830693,-8225.9534054716
84.4674240160,-0.4952368239,104.3737566564,-0.0000218137,-0.0000068859,0.0450302672,-0.0047448049,-0.6803674320,4.2034800005,540.5648389655,-45.0048301123,-8224.6111781842
84.5287320869,-0.5336123683,104.4497842251,-0.0000215030,-0.0000067753,0.0448613903,-0.0051087490,-0.6803652859,4.2040581921,541.5415327158,-45.1691472180,-8223.2679727645
84.5900236088,-0.5719001828,104.5258119037,-0.0000211965,-0.0000066663,0.0446929980,-0.0054713230,-0.6803629844,4.2046342123,542.5186041791,-45.3336340065,-8221.9237892122
84.6512987372,-0.6101003629,104.6018396913,-0.0000208941,-0.0000065590,0.0445250894,-0.0058325307,-0.6803605293,4.2052080671,543.4960538648,-45.4982901003,-8220.5786275268
84.7125576263,-0.6482130049,104.6778675868,-0.0000205958,-0.0000064533,0.0443576639,-0.0061923760,-0.6803579223,4.2057797627,544.4738822841,-45.6631151242,-8219.2324877078
84.7738004298,-0.6862382056,104.7538955895,-0.0000203014,-0.0000063492,0.0441907206,-0.0065508627,-0.6803551654,4.2063493051,545.4520899498,-45.8281087053,-8217.8853697549
84.8350273002,-0.7241760624,104.8299236984,-0.0000200111,-0.0000062466,0.0440242587,-0.0069079946,-0.6803522602,4.2069167005,546.4306773765,-45.9932704729,-8216.5372736677
84.8962383893,-0.7620266735,104.9059519125,-0.0000197246,-0.0000061456,0.0438582776,-0.0072637754,-0.6803492086,4.2074819548,547.4096450805,-46.1586000587,-8215.1881994457
84.9574338479,-0.7997901377,104.9819802311,-0.0000194420,-0.0000060462,0.0436927764,-0.0076182090,-0.6803460122,4.2080450743,548.3889935797,-46.3240970966,-8213.8381470885
85.0186138259,-0.8374665543,105.0580086531,-0.0000191632,-0.0000059482,0.0435277544,-0.0079712992,-0.6803426729,4.2086060648,549.3687233936,-46.4897612229,-8212.4871165958
85.0797784722,-0.8750560234,105.1340371778,-0.0000188882,-0.0000058517,0.0433632109,-0.0083230497,-0.6803391924,4.2091649326,550.3488350434,-46.6555920758,-8211.1351079670
85.1409279350,-0.9125586454,105.2100658043,-0.0000186169,-0.0000057567,0.0431991450,-0.0086734644,-0.6803355723,4.2097216836,551.3293290518,-46.8215892962,-8209.7821212018
85.2020623615,-0.9499745218,105.2860945317,-0.0000183493,-0.0000056631,0.0430355559,-0.0090225471,-0.6803318144,4.2102763239,552.3102059431,-46.9877525269,-8208.4281562998
85.2631818980,-0.9873037543,105.3621233591,-0.0000180853,-0.0000055710,0.0428724430,-0.0093703015,-0.6803279204,4.2108288594,553.2914662431,-47.1540814131,-8207.0732132605
85.3242866900,-1.0245464454,105.4381522858,-0.0000178249,-0.0000054802,0.0427098055,-0.0097167314,-0.6803238920,4.2113792963,554.2731104792,-47.3205756022,-8205.7172920836
85.3853768820,-1.0617026981,105.5141813110,-0.0000175680,-0.0000053908,0.0425476425,-0.0100618406,-0.6803197307,4.2119276406,555.2551391802,-47.4872347438,-8204.3603927686
85.4464526177,-1.0987726161,105.5902104337,-0.0000173146,-0.0000053028,0.0423859533,-0.0104056328,-0.6803154383,4.2124738982,556.2375528764,-47.6540584896,-8203.0025153151
85.5075140400,-1.1357563035,105.6662396532,-0.0000170646,-0.0000052162,0.0422247371,-0.0107481119,-0.6803110164,4.2130180751,557.2203520996,-47.8210464937,-8201.6436597226
85.5685612907,-1.1726538653,105.7422689687,-0.0000168181,-0.0000051308,0.0420639931,-0.0110892816,-0.6803064666,4.2135601774,558.2035373830,-47.9881984122,-8200.2838259908
85.6295945109,-1.2094654067,105.8182983794,-0.0000165749,-0.0000050468,0.0419037206,-0.0114291456,-0.6803017906,4.2141002111,559.1871092612,-48.1555139035,-8198.9230141193
85.6906138408,-1.2461910338,105.8943278846,-0.0000163350,-0.0000049641,0.0417439187,-0.0117677078,-0.6802969898,4.2146381820,560.1710682701,-48.3229926281,-8197.5612241076
85.7516194198,-1.2828308529,105.9703574834,-0.0000160984,-0.0000048826,0.0415845865,-0.0121049719,-0.6802920660,4.2151740963,561.1554149471,-48.4906342488,-8196.1984559553
85.8126113863,-1.3193849711,106.0463871751,-0.0000158650,-0.0000048024,0.0414257234,-0.0124409415,-0.6802870206,4.2157079598,562.1401498309,-48.6584384303,-8194.8347096620
85.8735898781,-1.3558534958,106.1224169589,-0.0000156348,-0.0000047234,0.0412673285,-0.0127756205,-0.6802818553,4.2162397786,563.1252734615,-48.8264048398,-8193.4699852273
85.9345550317,-1.3922365354,106.1984468341,-0.0000154078,-0.0000046456,0.0411094011,-0.0131090127,-0.6802765716,4.2167695585,564.1107863802,-48.9945331462,-8192.1042826507
85.9955069832,-1.4285341984,106.2744767999,-0.0000151838,-0.0000045690,0.0409519403,-0.0134411216,-0.6802711710,4.2172973055,565.0966891296,-49.1628230209,-8190.7376019318
86.0564458676,-1.4647465941,106.3505068557,-0.0000149630,-0.0000044936,0.0407949454,-0.0137719512,-0.6802656550,4.2178230255,566.0829822535,-49.3312741372,-8189.3699430703
86.1173718193,-1.5008738323,106.4265370007,-0.0000147451,-0.0000044194,0.0406384156,-0.0141015050,-0.6802600252,4.2183467245,567.0696662970,-49.4998861707,-8188.0013060656
86.1782849714,-1.5369160233,106.5025672341,-0.0000145303,-0.0000043463,0.0404823501,-0.0144297869,-0.6802542830,4.2188684084,568.0567418065,-49.6686587989,-8186.6316909175
86.2391854568,-1.5728732780,106.5785975554,-0.0000143184,-0.0000042744,0.0403267482,-0.0147568005,-0.6802484299,4.2193880831,569.0442093294,-49.8375917015,-8185.2610976253
86.3000734069,-1.6087457077,106.6546279637,-0.0000141094,-0.0000042036,0.0401716089,-0.0150825496,-0.6802424675,4.2199057545,570.0320694143,-50.0066845603,-8183.8895261888
86.3609489528,-1.6445334244,106.7306584585,-0.0000139033,-0.0000041339,0.0400169316,-0.0154070379,-0.6802363971,4.2204214285,571.0203226112,-50.1759370592,-8182.5169766075
86.4218122246,-1.6802365405,106.8066890389,-0.0000137001,-0.0000040652,0.0398627155,-0.0157302690,-0.6802302203,4.2209351109,572.0089694710,-50.3453488840,-8181.1434488810
86.4826633513,-1.7158551689,106.8827197045,-0.0000134996,-0.0000039976,0.0397089597,-0.0160522467,-0.6802239384,4.2214468077,572.9980105458,-50.5149197228,-8179.7689430089
86.5435024616,-1.7513894233,106.9587504544,-0.0000133019,-0.0000039311,0.0395556635,-0.0163729747,-0.6802175529,4.2219565248,573.9874463887,-50.6846492655,-8178.3934589907
86.6043296830,-1.7868394174,107.0347812880,-0.0000131070,-0.0000038656,0.0394028261,-0.0166924567,-0.6802110652,4.2224642679,574.9772775540,-50.8545372043,-8177.0169968260
86.6651451423,-1.8222052659,107.1108122047,-0.0000129147,-0.0000038012,0.0392504466,-0.0170106964,-0.6802044767,4.2229700429,575.9675045971,-51.0245832332,-8175.6395565144
86.7259489654,-1.8574870836,107.1868432039,-0.0000127251,-0.0000037377,0.0390985243,-0.0173276973,-0.6801977888,4.2234738557,576.9581280742,-51.1947870483,-8174.2611380554
86.7867412777,-1.8926849862,107.2628742849,-0.0000125381,-0.0000036753,0.0389470584,-0.0176434633,-0.6801910028,4.2239757122,577.9491485428,-51.3651483478,-8172.8817414488
86.8475222033,-1.9277990895,107.3389054470,-0.0000123537,-0.0000036138,0.0387960481,-0.0179579980,-0.6801841202,4.2244756181,578.9405665611,-51.5356668319,-8171.5013666939
86.9082918660,-1.9628295101,107.4149366898,-0.0000121719,-0.0000035533,0.0386454926,-0.0182713051,-0.6801771423,4.2249735792,579.9323826887,-51.7063422027,-8170.1200137905
86.9690503885,-1.9977763649,107.4909680125,-0.0000119926,-0.0000034937,0.0384953911,-0.0185833882,-0.6801700704,4.2254696015,580.9245974857,-51.8771741642,-8168.7376827380
87.0297978927,-2.0326397713,107.5669994145,-0.0000118158,-0.0000034351,0.0383457427,-0.0188942510,-0.6801629059,4.2259636906,581.9172115134,-52.0481624227,-8167.3543735360
87.0905344999,-2.0674198472,107.6430308953,-0.0000116415,-0.0000033774,0.0381965468,-0.0192038971,-0.6801556501,4.2264558524,582.9102253341,-52.2193066862,-8165.9700861842
87.1512603305,-2.1021167111,107.7190624543,-0.0000114696,-0.0000033206,0.0380478024,-0.0195123303,-0.6801483043,4.2269460926,583.9036395107,-52.3906066647,-8164.5848206821
87.2119755040,-2.1367304817,107.7950940909,-0.0000113001,-0.0000032647,0.0378995088,-0.0198195541,-0.6801408699,4.2274344171,584.8974546072,-52.5620620702,-8163.1985770293
87.2726801394,-2.1712612784,107.8711258045,-0.0000111329,-0.0000032097,0.0377516652,-0.0201255721,-0.6801333480,4.2279208316,585.8916711886,-52.7336726168,-8161.8113552253
87.3333743547,-2.2057092209,107.9471575945,-0.0000109681,-0.0000031556,0.0376042707,-0.0204303881,-0.6801257400,4.2284053419,586.8862898204,-52.9054380202,-8160.4231552697
87.3940582671,-2.2400744295,108.0231894605,-0.0000108056,-0.0000031023,0.0374573246,-0.0207340056,-0.6801180472,4.2288879537,587.8813110691,-53.0773579982,-8159.0339771622
87.4547319933,-2.2743570247,108.0992214017,-0.0000106454,-0.0000030499,0.0373108261,-0.0210364283,-0.6801102708,4.2293686727,588.8767355022,-53.2494322706,-8157.6438209022
87.5153956489,-2.3085571279,108.1752534178,-0.0000104874,-0.0000029983,0.0371647743,-0.0213376598,-0.6801024120,4.2298475047,589.8725636877,-53.4216605590,-8156.2526864893
87.5760493489,-2.3426748605,108.2512855081,-0.0000103316,-0.0000029475,0.0370191685,-0.0216377037,-0.6800944722,4.2303244555,590.8687961945,-53.5940425870,-8154.8605739231
87.6366932076,-2.3767103444,108.3273176722,-0.0000101780,-0.0000028975,0.0368740078,-0.0219365636,-0.6800864524,4.2307995306,591.8654335924,-53.7665780799,-8153.4674832033
87.6973273384,-2.4106637023,108.4033499094,-0.0000100266,-0.0000028484,0.0367292914,-0.0222342432,-0.6800783540,4.2312727359,592.8624764516,-53.9392667651,-8152.0734143292
87.7579518540,-2.4445350568,108.4793822193,-0.0000098773,-0.0000028000,0.0365850185,-0.0225307459,-0.6800701782,4.2317440771,593.8599253433,-54.1121083717,-8150.6783673007
87.8185668664,-2.4783245313,108.5554146013,-0.0000097301,-0.0000027524,0.0364411883,-0.0228260755,-0.6800619260,4.2322135597,594.8577808395,-54.2851026308,-8149.2823421171
87.8791724868,-2.5120322495,108.6314470551,-0.0000095849,-0.0000027055,0.0362977999,-0.0231202355,-0.6800535988,4.2326811896,595.8560435125,-54.4582492752,-8147.8853387781
87.9397688256,-2.5456583355,108.7074795799,-0.0000094418,-0.0000026594,0.0361548525,-0.0234132294,-0.6800451977,4.2331469723,596.8547139356,-54.6315480398,-8146.4873572832
88.0003559926,-2.5792029135,108.7835121755,-0.0000093008,-0.0000026140,0.0360123452,-0.0237050609,-0.6800367239,4.2336109135,597.8537926826,-54.8049986610,-8145.0883976320
88.0609340967,-2.6126661086,108.8595448412,-0.0000091617,-0.0000025694,0.0358702773,-0.0239957336,-0.6800281785,4.2340730190,598.8532803282,-54.9786008774,-8143.6884598241
88.1215032462,-2.6460480460,108.9355775765,-0.0000090246,-0.0000025255,0.0357286478,-0.0242852509,-0.6800195626,4.2345332942,599.8531774473,-55.1523544291,-8142.2875438591
88.1820635487,-2.6793488514,109.0116103812,-0.0000088894,-0.0000024823,0.0355874561,-0.0245736165,-0.6800108775,4.2349917449,600.8534846157,-55.3262590581,-8140.8856497365
88.2426151108,-2.7125686509,109.0876432545,-0.0000087562,-0.0000024397,0.0354467013,-0.0248608339,-0.6800021242,4.2354483767,601.8542024098,-55.5003145084,-8139.4827774559
