u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
88.3031580387,-2.7457075708,109.1636761962,-0.0000086248,-0.0000023979,0.0353063826,-0.0251469067,-0.6799933038,4.2359031952,602.8553314064,-55.6745205255,-8138.0789270168
88.3636924377,-2.7787657381,109.2397092056,-0.0000084953,-0.0000023568,0.0351664991,-0.0254318384,-0.6799844174,4.2363562059,603.8568721829,-55.8488768569,-8136.6740984188
88.4242184124,-2.8117432801,109.3157422825,-0.0000083676,-0.0000023163,0.0350270501,-0.0257156325,-0.6799754662,4.2368074146,604.8588253175,-56.0233832518,-8135.2682916616
88.4847360666,-2.8446403243,109.3917754262,-0.0000082418,-0.0000022764,0.0348880347,-0.0259982926,-0.6799664512,4.2372568267,605.8611913885,-56.1980394611,-8133.8615067446
88.5452455037,-2.8774569988,109.4678086365,-0.0000081177,-0.0000022372,0.0347494521,-0.0262798222,-0.6799573735,4.2377044478,606.8639709751,-56.3728452375,-8132.4537436675
88.6057468260,-2.9101934320,109.5438419128,-0.0000079954,-0.0000021987,0.0346113015,-0.0265602248,-0.6799482342,4.2381502836,607.8671646568,-56.5478003356,-8131.0450024297
88.6662401353,-2.9428497526,109.6198752548,-0.0000078749,-0.0000021608,0.0344735820,-0.0268395040,-0.6799390343,4.2385943395,608.8707730135,-56.7229045116,-8129.6352830309
88.7267255328,-2.9754260897,109.6959086619,-0.0000077560,-0.0000021235,0.0343362929,-0.0271176632,-0.6799297749,4.2390366212,609.8747966257,-56.8981575233,-8128.2245854706
88.7872031186,-3.0079225729,109.7719421339,-0.0000076389,-0.0000020867,0.0341994333,-0.0273947060,-0.6799204570,4.2394771341,610.8792360743,-57.0735591305,-8126.8129097485
88.8476729926,-3.0403393319,109.8479756702,-0.0000075234,-0.0000020506,0.0340630024,-0.0276706358,-0.6799110816,4.2399158838,611.8840919407,-57.2491090946,-8125.4002558640
88.9081352536,-3.0726764971,109.9240092705,-0.0000074096,-0.0000020151,0.0339269994,-0.0279454562,-0.6799016498,4.2403528758,612.8893648066,-57.4248071786,-8123.9866238167
88.9685900000,-3.1049341990,110.0000429343,-0.0000072974,-0.0000019802,0.0337914234,-0.0282191706,-0.6798921626,4.2407881156,613.8950552542,-57.6006531473,-8122.5720136062
89.0290373293,-3.1371125684,110.0760766614,-0.0000071869,-0.0000019458,0.0336562737,-0.0284917825,-0.6798826210,4.2412216088,614.9011638661,-57.7766467673,-8121.1564252321
89.0894773385,-3.1692117367,110.1521104512,-0.0000070779,-0.0000019120,0.0335215493,-0.0287632954,-0.6798730259,4.2416533607,615.9076912250,-57.9527878066,-8119.7398586939
89.1499101237,-3.2012318355,110.2281443034,-0.0000069704,-0.0000018788,0.0333872496,-0.0290337128,-0.6798633784,4.2420833769,616.9146379144,-58.1290760351,-8118.3223139912
89.2103357806,-3.2331729966,110.3041782176,-0.0000068645,-0.0000018461,0.0332533736,-0.0293030381,-0.6798536794,4.2425116629,617.9220045177,-58.3055112243,-8116.9037911236
89.2707544039,-3.2650353524,110.3802121935,-0.0000067602,-0.0000018139,0.0331199205,-0.0295712748,-0.6798439299,4.2429382240,618.9297916190,-58.4820931473,-8115.4842900905
89.3311660878,-3.2968190355,110.4562462307,-0.0000066573,-0.0000017823,0.0329868895,-0.0298384262,-0.6798341309,4.2433630659,619.9379998025,-58.6588215790,-8114.0638108917
89.3915709260,-3.3285241788,110.5322803287,-0.0000065559,-0.0000017511,0.0328542798,-0.0301044960,-0.6798242832,4.2437861938,620.9466296527,-58.8356962956,-8112.6423535266
89.4519690112,-3.3601509155,110.6083144874,-0.0000064560,-0.0000017205,0.0327220905,-0.0303694875,-0.6798143879,4.2442076133,621.9556817544,-59.0127170754,-8111.2199179948
89.5123604356,-3.3916993793,110.6843487062,-0.0000063575,-0.0000016904,0.0325903208,-0.0306334041,-0.6798044459,4.2446273297,622.9651566927,-59.1898836980,-8109.7965042959
89.5727452908,-3.4231697041,110.7603829848,-0.0000062605,-0.0000016608,0.0324589699,-0.0308962493,-0.6797944581,4.2450453485,623.9750550531,-59.3671959445,-8108.3721124294
89.6331236676,-3.4545620240,110.8364173230,-0.0000061648,-0.0000016317,0.0323280370,-0.0311580265,-0.6797844254,4.2454616751,624.9853774210,-59.5446535981,-8106.9467423949
89.6934956563,-3.4858764736,110.9124517203,-0.0000060706,-0.0000016031,0.0321975212,-0.0314187391,-0.6797743487,4.2458763148,625.9961243822,-59.7222564430,-8105.5203941919
89.7538613463,-3.5171131877,110.9884861764,-0.0000059777,-0.0000015749,0.0320674217,-0.0316783905,-0.6797642290,4.2462892730,627.0072965228,-59.9000042655,-8104.0930678201
89.8142208268,-3.5482723014,111.0645206911,-0.0000058861,-0.0000015472,0.0319377377,-0.0319369842,-0.6797540670,4.2467005552,628.0188944291,-60.0778968530,-8102.6647632790
89.8745741859,-3.5793539501,111.1405552639,-0.0000057959,-0.0000015200,0.0318084683,-0.0321945235,-0.6797438638,4.2471101666,629.0309186873,-60.2559339949,-8101.2354805681
89.9349215112,-3.6103582697,111.2165898945,-0.0000057069,-0.0000014932,0.0316796127,-0.0324510117,-0.6797336201,4.2475181127,630.0433698841,-60.4341154819,-8099.8052196870
89.9952628897,-3.6412853960,111.2926245827,-0.0000056193,-0.0000014669,0.0315511700,-0.0327064524,-0.6797233368,4.2479243987,631.0562486062,-60.6124411063,-8098.3739806353
90.0555984079,-3.6721354653,111.3686593281,-0.0000055330,-0.0000014410,0.0314231393,-0.0329608488,-0.6797130148,4.2483290301,632.0695554405,-60.7909106620,-8096.9417634125
90.1159281514,-3.7029086142,111.4446941303,-0.0000054479,-0.0000014155,0.0312955199,-0.0332142044,-0.6797026550,4.2487320120,633.0832909739,-60.9695239444,-8095.5085680181
90.1762522054,-3.7336049793,111.5207289892,-0.0000053640,-0.0000013905,0.0311683108,-0.0334665225,-0.6796922581,4.2491333499,634.0974557936,-61.1482807504,-8094.0743944518
90.2365706543,-3.7642246977,111.5967639044,-0.0000052814,-0.0000013659,0.0310415113,-0.0337178065,-0.6796818250,4.2495330490,635.1120504869,-61.3271808784,-8092.6392427132
90.2968835819,-3.7947679069,111.6727988756,-0.0000051999,-0.0000013417,0.0309151205,-0.0339680596,-0.6796713566,4.2499311146,636.1270756409,-61.5062241284,-8091.2031128016
90.3571910715,-3.8252347443,111.7488339025,-0.0000051197,-0.0000013179,0.0307891376,-0.0342172854,-0.6796608536,4.2503275520,637.1425318432,-61.6854103018,-8089.7660047168
90.4174932057,-3.8556253480,111.8248689848,-0.0000050406,-0.0000012945,0.0306635617,-0.0344654870,-0.6796503169,4.2507223665,638.1584196811,-61.8647392017,-8088.3279184583
90.4777900665,-3.8859398560,111.9009041223,-0.0000049627,-0.0000012714,0.0305383920,-0.0347126679,-0.6796397473,4.2511155632,639.1747397423,-62.0442106323,-8086.8888540256
90.5380817353,-3.9161784067,111.9769393146,-0.0000048860,-0.0000012488,0.0304136277,-0.0349588313,-0.6796291455,4.2515071476,640.1914926141,-62.2238243996,-8085.4488114183
90.5983682929,-3.9463411388,112.0529745615,-0.0000048103,-0.0000012266,0.0302892680,-0.0352039806,-0.6796185123,4.2518971248,641.2086788843,-62.4035803110,-8084.0077906360
90.6586498193,-3.9764281913,112.1290098628,-0.0000047358,-0.0000012047,0.0301653119,-0.0354481191,-0.6796078486,4.2522855000,642.2262991404,-62.5834781754,-8082.5657916781
90.7189263943,-4.0064397033,112.2050452180,-0.0000046623,-0.0000011832,0.0300417588,-0.0356912502,-0.6795971551,4.2526722784,643.2443539700,-62.7635178029,-8081.1228145443
90.7791980967,-4.0363758142,112.2810806271,-0.0000045900,-0.0000011621,0.0299186076,-0.0359333770,-0.6795864325,4.2530574654,644.2628439606,-62.9436990053,-8079.6788592342
90.8394650049,-4.0662366637,112.3571160897,-0.0000045187,-0.0000011413,0.0297958577,-0.0361745029,-0.6795756816,4.2534410659,645.2817697000,-63.1240215957,-8078.2339257472
90.8997271967,-4.0960223917,112.4331516055,-0.0000044484,-0.0000011209,0.0296735082,-0.0364146312,-0.6795649032,4.2538230854,646.3011317754,-63.3044853888,-8076.7880140829
90.9599847493,-4.1257331384,112.5091871744,-0.0000043792,-0.0000011008,0.0295515581,-0.0366537652,-0.6795540981,4.2542035288,647.3209307746,-63.4850902006,-8075.3411242410
91.0202377393,-4.1553690441,112.5852227960,-0.0000043110,-0.0000010811,0.0294300068,-0.0368919082,-0.6795432668,4.2545824015,648.3411672848,-63.6658358484,-8073.8932562208
91.0804862427,-4.1849302495,112.6612584701,-0.0000042439,-0.0000010616,0.0293088533,-0.0371290634,-0.6795324102,4.2549597085,649.3618418935,-63.8467221510,-8072.4444100221
91.1407303349,-4.2144168954,112.7372941965,-0.0000041777,-0.0000010426,0.0291880969,-0.0373652340,-0.6795215291,4.2553354550,650.3829551878,-64.0277489288,-8070.9945856443
91.2009700908,-4.2438291230,112.8133299750,-0.0000041125,-0.0000010238,0.0290677366,-0.0376004234,-0.6795106240,4.2557096461,651.4045077551,-64.2089160032,-8069.5437830871
91.2612055846,-4.2731670734,112.8893658053,-0.0000040482,-0.0000010054,0.0289477717,-0.0378346348,-0.6794996957,4.2560822869,652.4265001823,-64.3902231972,-8068.0920023499
91.3214368901,-4.3024308882,112.9654016871,-0.0000039849,-0.0000009873,0.0288282013,-0.0380678714,-0.6794887450,4.2564533827,653.4489330564,-64.5716703352,-8066.6392434323
91.3816640803,-4.3316207091,113.0414376203,-0.0000039226,-0.0000009695,0.0287090245,-0.0383001364,-0.6794777724,4.2568229384,654.4718069643,-64.7532572429,-8065.1855063339
91.4418872279,-4.3607366782,113.1174736046,-0.0000038611,-0.0000009520,0.0285902406,-0.0385314332,-0.6794667788,4.2571909592,655.4951224926,-64.9349837473,-8063.7307910542
91.5021064049,-4.3897789374,113.1935096398,-0.0000038006,-0.0000009348,0.0284718487,-0.0387617649,-0.6794557647,4.2575574501,656.5188802279,-65.1168496768,-8062.2750975927
91.5623216826,-4.4187476293,113.2695457257,-0.0000037410,-0.0000009178,0.0283538479,-0.0389911347,-0.6794447308,4.2579224162,657.5430807565,-65.2988548613,-8060.8184259491
91.6225331319,-4.4476428964,113.3455818621,-0.0000036823,-0.0000009012,0.0282362375,-0.0392195459,-0.6794336779,4.2582858626,658.5677246647,-65.4809991316,-8059.3607761229
91.6827408233,-4.4764648814,113.4216180487,-0.0000036244,-0.0000008849,0.0281190165,-0.0394470016,-0.6794226065,4.2586477944,659.5928125384,-65.6632823203,-8057.9021481136
91.7429448263,-4.5052137274,113.4976542854,-0.0000035674,-0.0000008688,0.0280021842,-0.0396735051,-0.6794115173,4.2590082165,660.6183449636,-65.8457042611,-8056.4425419208
91.8031452104,-4.5338895774,113.5736905720,-0.0000035113,-0.0000008531,0.0278857397,-0.0398990595,-0.6794004110,4.2593671341,661.6443225257,-66.0282647889,-8054.9819575440
91.8633420440,-4.5624925748,113.6497269081,-0.0000034560,-0.0000008375,0.0277696822,-0.0401236680,-0.6793892882,4.2597245520,662.6707458103,-66.2109637400,-8053.5203949829
91.9235353955,-4.5910228633,113.7257632938,-0.0000034015,-0.0000008223,0.0276540107,-0.0403473339,-0.6793781495,4.2600804754,663.6976154025,-66.3938009522,-8052.0578542368
91.9837253322,-4.6194805864,113.8017997286,-0.0000033478,-0.0000008073,0.0275387246,-0.0405700602,-0.6793669955,4.2604349093,664.7249318872,-66.5767762642,-8050.5943353054
92.0439119214,-4.6478658881,113.8778362126,-0.0000032950,-0.0000007926,0.0274238229,-0.0407918501,-0.6793558270,4.2607878585,665.7526958492,-66.7598895162,-8049.1298381883
92.1040952294,-4.6761789125,113.9538727454,-0.0000032429,-0.0000007781,0.0273093047,-0.0410127068,-0.6793446444,4.2611393282,666.7809078728,-66.9431405497,-8047.6643628850
92.1642753224,-4.7044198038,114.0299093269,-0.0000031916,-0.0000007639,0.0271951693,-0.0412326335,-0.6793334484,4.2614893232,667.8095685423,-67.1265292073,-8046.1979093950
92.2244522656,-4.7325887062,114.1059459569,-0.0000031411,-0.0000007500,0.0270814156,-0.0414516333,-0.6793222397,4.2618378485,668.8386784414,-67.3100553330,-8044.7304777179
92.2846261241,-4.7606857644,114.1819826352,-0.0000030914,-0.0000007362,0.0269680430,-0.0416697092,-0.6793110187,4.2621849091,669.8682381539,-67.4937187720,-8043.2620678532
92.3447969623,-4.7887111230,114.2580193616,-0.0000030423,-0.0000007227,0.0268550505,-0.0418868646,-0.6792997861,4.2625305099,670.8982482631,-67.6775193707,-8041.7926798005
92.4049648439,-4.8166649270,114.3340561361,-0.0000029941,-0.0000007095,0.0267424374,-0.0421031024,-0.6792885424,4.2628746558,671.9287093518,-67.8614569768,-8040.3223135593
92.4651298325,-4.8445473212,114.4100929583,-0.0000029465,-0.0000006965,0.0266302027,-0.0423184258,-0.6792772883,4.2632173518,672.9596220028,-68.0455314391,-8038.8509691292
92.5252919908,-4.8723584510,114.4861298281,-0.0000028997,-0.0000006837,0.0265183457,-0.0425328378,-0.6792660243,4.2635586027,673.9909867985,-68.2297426077,-8037.3786465097
92.5854513811,-4.9000984617,114.5621667455,-0.0000028536,-0.0000006711,0.0264068656,-0.0427463417,-0.6792547509,4.2638984134,675.0228043208,-68.4140903340,-8035.9053457004
92.6456080652,-4.9277674987,114.6382037101,-0.0000028082,-0.0000006587,0.0262957614,-0.0429589405,-0.6792434688,4.2642367888,676.0550751514,-68.5985744704,-8034.4310667009
92.7057621045,-4.9553657077,114.7142407218,-0.0000027634,-0.0000006466,0.0261850323,-0.0431706373,-0.6792321785,4.2645737338,677.0877998716,-68.7831948706,-8032.9558095106
92.7659135598,-4.9828932346,114.7902777805,-0.0000027194,-0.0000006347,0.0260746776,-0.0433814352,-0.6792208804,4.2649092533,678.1209790624,-68.9679513895,-8031.4795741291
92.8260624914,-5.0103502252,114.8663148861,-0.0000026760,-0.0000006230,0.0259646963,-0.0435913372,-0.6792095753,4.2652433520,679.1546133042,-69.1528438833,-8030.0023605560
92.8862089590,-5.0377368257,114.9423520383,-0.0000026332,-0.0000006115,0.0258550876,-0.0438003464,-0.6791982635,4.2655760349,680.1887031774,-69.3378722090,-8028.5241687907
92.9463530219,-5.0650531823,115.0183892370,-0.0000025911,-0.0000006001,0.0257458507,-0.0440084658,-0.6791869457,4.2659073067,681.2232492617,-69.5230362251,-8027.0449988330
93.0064947390,-5.0922994412,115.0944264820,-0.0000025497,-0.0000005890,0.0256369848,-0.0442156987,-0.6791756223,4.2662371723,682.2582521364,-69.7083357911,-8025.5648506822
93.0666341686,-5.1194757492,115.1704637733,-0.0000025089,-0.0000005781,0.0255284889,-0.0444220479,-0.6791642939,4.2665656364,683.2937123805,-69.8937707678,-8024.0837243380
93.1267713685,-5.1465822526,115.2465011107,-0.0000024687,-0.0000005674,0.0254203624,-0.0446275165,-0.6791529609,4.2668927040,684.3296305726,-70.0793410169,-8022.6016197999
93.1869063960,-5.1736190984,115.3225384940,-0.0000024291,-0.0000005569,0.0253126042,-0.0448321076,-0.6791416240,4.2672183797,685.3660072908,-70.2650464014,-8021.1185370673
93.2470393081,-5.2005864334,115.3985759231,-0.0000023901,-0.0000005465,0.0252052137,-0.0450358241,-0.6791302835,4.2675426683,686.4028431127,-70.4508867855,-8019.6344761400
93.3071701609,-5.2274844046,115.4746133979,-0.0000023517,-0.0000005363,0.0250981899,-0.0452386692,-0.6791189400,4.2678655746,687.4401386157,-70.6368620344,-8018.1494370174
93.3672990106,-5.2543131591,115.5506509182,-0.0000023139,-0.0000005264,0.0249915321,-0.0454406458,-0.6791075939,4.2681871034,688.4778943763,-70.8229720143,-8016.6634196991
93.4274259124,-5.2810728442,115.6266884838,-0.0000022767,-0.0000005166,0.0248852393,-0.0456417569,-0.6790962458,4.2685072593,689.5161109711,-71.0092165928,-8015.1764241845
93.4875509213,-5.3077636073,115.7027260948,-0.0000022400,-0.0000005069,0.0247793108,-0.0458420056,-0.6790848962,4.2688260472,690.5547889757,-71.1955956383,-8013.6884504733
93.5476740918,-5.3343855957,115.7787637508,-0.0000022039,-0.0000004975,0.0246737456,-0.0460413948,-0.6790735454,4.2691434717,691.5939289655,-71.3821090205,-8012.1994985651
93.6077954780,-5.3609389571,115.8548014519,-0.0000021684,-0.0000004882,0.0245685431,-0.0462399275,-0.6790621940,4.2694595375,692.6335315154,-71.5687566102,-8010.7095684592
93.6679151332,-5.3874238392,115.9308391978,-0.0000021334,-0.0000004790,0.0244637023,-0.0464376067,-0.6790508424,4.2697742494,693.6735971998,-71.7555382790,-8009.2186601553
93.7280331107,-5.4138403897,116.0068769886,-0.0000020989,-0.0000004701,0.0243592224,-0.0466344353,-0.6790394912,4.2700876121,694.7141265924,-71.9424538998,-8007.7267736529
93.7881494630,-5.4401887566,116.0829148239,-0.0000020650,-0.0000004612,0.0242551025,-0.0468304164,-0.6790281406,4.2703996301,695.7551202666,-72.1295033467,-8006.2339089516
93.8482642423,-5.4664690878,116.1589527038,-0.0000020316,-0.0000004526,0.0241513419,-0.0470255529,-0.6790167913,4.2707103082,696.7965787953,-72.3166864945,-8004.7400660509
93.9083775003,-5.4926815314,116.2349906281,-0.0000019987,-0.0000004441,0.0240479396,-0.0472198477,-0.6790054436,4.2710196511,697.8385027507,-72.5040032192,-8003.2452449504
93.9684892883,-5.5188262357,116.3110285966,-0.0000019663,-0.0000004357,0.0239448949,-0.0474133038,-0.6789940980,4.2713276633,698.8808927044,-72.6914533981,-8001.7494456495
94.0285996570,-5.5449033488,116.3870666094,-0.0000019344,-0.0000004275,0.0238422069,-0.0476059242,-0.6789827548,4.2716343496,699.9237492278,-72.8790369091,-8000.2526681478
94.0887086568,-5.5709130191,116.4631046663,-0.0000019030,-0.0000004195,0.0237398748,-0.0477977117,-0.6789714146,4.2719397144,700.9670728914,-73.0667536315,-7998.7549124450
94.1488163376,-5.5968553950,116.5391427671,-0.0000018721,-0.0000004116,0.0236378977,-0.0479886693,-0.6789600778,4.2722437626,702.0108642653,-73.2546034454,-7997.2561785404
94.2089227490,-5.6227306250,116.6151809117,-0.0000018417,-0.0000004038,0.0235362746,-0.0481787999,-0.6789487447,4.2725464985,703.0551239190,-73.4425862319,-7995.7564664336
94.2690279398,-5.6485388577,116.6912191002,-0.0000018117,-0.0000003962,0.0234350049,-0.0483681064,-0.6789374157,4.2728479270,704.0998524214,-73.6307018733,-7994.2557761242
94.3291319588,-5.6742802415,116.7672573323,-0.0000017822,-0.0000003887,0.0233340876,-0.0485565917,-0.6789260914,4.2731480524,705.1450503409,-73.8189502527,-7992.7541076118
94.3892348541,-5.6999549252,116.8432956079,-0.0000017532,-0.0000003814,0.0232335220,-0.0487442588,-0.6789147721,4.2734468794,706.1907182451,-74.0073312544,-7991.2514608958
94.4493366734,-5.7255630576,116.9193339270,-0.0000017246,-0.0000003741,0.0231333072,-0.0489311105,-0.6789034581,4.2737444126,707.2368567012,-74.1958447635,-7989.7478359758
94.5094374640,-5.7511047875,116.9953722895,-0.0000016964,-0.0000003670,0.0230334423,-0.0491171496,-0.6788921499,4.2740406564,708.2834662757,-74.3844906662,-7988.2432328514
94.5695372728,-5.7765802639,117.0714106952,-0.0000016687,-0.0000003601,0.0229339265,-0.0493023792,-0.6788808479,4.2743356155,709.3305475345,-74.5732688496,-7986.7376515220
94.6296361462,-5.8019896356,117.1474491441,-0.0000016414,-0.0000003532,0.0228347591,-0.0494868019,-0.6788695525,4.2746292943,710.3781010429,-74.7621792019,-7985.2310919872
94.6897341303,-5.8273330517,117.2234876361,-0.0000016146,-0.0000003465,0.0227359391,-0.0496704208,-0.6788582640,4.2749216974,711.4261273657,-74.9512216121,-7983.7235542465
94.7498312706,-5.8526106613,117.2995261711,-0.0000015881,-0.0000003399,0.0226374658,-0.0498532386,-0.6788469827,4.2752128292,712.4746270666,-75.1403959702,-7982.2150382996
94.8099276124,-5.8778226135,117.3755647490,-0.0000015621,-0.0000003335,0.0225393382,-0.0500352583,-0.6788357092,4.2755026943,713.5236007093,-75.3297021673,-7980.7055441459
94.8700232004,-5.9029690577,117.4516033697,-0.0000015365,-0.0000003271,0.0224415557,-0.0502164826,-0.6788244437,4.2757912972,714.5730488563,-75.5191400952,-7979.1950717849
